Global Rank,Channel ID,Channel Name,Subscribers,Total Views,Total Videos,Country,Description,Views per Subscriber,Views per Video,Subscribers (M),Views (B),Tier
77,UCdKuE7a2QZeHPhDntXVZ91w,Kuplinov ► Play,17300000,8560485106,7574,Unknown,"Здесь можно поржать, отложить кирпичей, снять стресс и сбросить вес. А+ https://vk.cc/cFuPHR   ",494.83,1130246.0,17.3,8.56,🟡 10–50M
78,UCJZam2u1G0syq3kyqrCXrNw,PrestonPlayz,17300000,8138286200,1173,US,"🔥 Fueled by fun, family, and faith! We're building something special here: a community where we can game, grow, and enjoy life. So hit that subscribe button and join the adventure!  No matter what wild idea pops into my brain, you’ll always get the full Preston experience.  Please send all business inquiries to: partnerships@tbnr.work. ",470.42,6938010.0,17.3,8.138,🟡 10–50M
79,UC0cWWruNMb95iCBEOzPnjRA,Компот,17300000,11110746980,3197,AE,"Привет, друзья! Я Рома, а это мой канал на YouTube. Тут каждый день выходят видео по игре Minecraft! Оставайся со мной, ведь я всегда в сети ;)  Все права защищены. Никакая часть контента не может быть воспроизведена в какой-либо форме без письменного разрешения правообладателя, за исключением использования в информационных, научных, учебных или культурных целях. Персонаж охраняется товарным знако",642.24,3475367.0,17.3,11.111,🟡 10–50M
80,UC8rNKrqBxJqL9izOOMxBJtw,Willyrex,17200000,5455268428,8955,ES,Cada día Un video NUEVO!!,317.17,609187.0,17.2,5.455,🟡 10–50M
81,UCrpt82vHWIWZSHtNQxncPrg,EdisonPts,17200000,8763917706,4501,RU,Информация обо мне: ► Мой ТЕЛЕГРАМ: https://t.me/edisonfamilia ► Второй канал: https://www.youtube.com/eduardperets  По поводу рекламы и сотрудничества писать на ПОЧТУ: 🡆 Почта: edison@wildjam.ru  Регистрация в перечне РКН: https://vk.cc/cHlrYl ,509.53,1947105.0,17.2,8.764,🟡 10–50M
82,UCs2t9DlvAuyTBkvk2djGZKw,Genierock,17100000,18225165609,2436,TH,"genie records ถือกำเนิดในวันที่ 1 มกราคม ปี 2541 ด้วยมุมมองแบบ ""Music Lover"" และด้วยความคิดที่ว่า...ดนตรีในโลกนี้มีรูปแบบมากมาย ควรที่จะมีทางเลือกให้กับนักฟังเพลงอย่างเปิดกว้าง เราให้คำนิยามตัวเองว่า ""genie is chance""  พร้อมเปิดโอกาสให้ทุกคนนำเสนอผลงาน แล้วเราก็พบว่าคนเก่งมีอยู่เต็มประเทศ   แม้วันนี้ genie จะอุดมไปด้วยวงดนตรีร็อคฝีมือดีมีคุณภาพ แต่นั่นไม่ได้หมายความว่าเราเป็นแค่...สังกัดเพลงร็อค เ",1065.8,7481595.0,17.1,18.225,🟡 10–50M
83,UCMt4GuchIJh48XJFB3iyXQQ,Codiscos,17000000,17536352517,7662,CO,"Codiscos S.A.S, fue fundada el primero de julio de 1950. Desde entonces se ha convertido en la compañía discográfica más importante en Colombia y una de las más reconocidas a nivel mundial.  Contamos en nuestro catálogo con sellos fonográficos como: Da House especializado en música urbana,  Costeño, especializado en música vallenata; Zeida, música popular, tropical y romántica; Salsa Power: Especi",1031.55,2288743.0,17.0,17.536,🟡 10–50M
84,UCi0p3cghiiJQ9HiQVZhlhrw,Trippie SB,17000000,3103460196,1403,UY,⬇️💎TODO LO QUE BUSCAS AQUÍ💎⬇️   trippie@mcr-agency.com,182.56,2212017.0,17.0,3.103,🟡 10–50M
85,UC-2Y8dQb0S6DtpxNgAKoJKA,PlayStation,16900000,6090473572,26958,US,"Welcome to the official home of PlayStation on YouTube.   Here you'll find the latest videos about your favorite PlayStation products direct from Sony Interactive Entertainment, as well as consumer generated clips from other PlayStation fans.  To stay up to date, be sure to subscribe above and check back often for the new game trailers, behind-the-scenes footage, in-game moments, tips and tricks a",360.38,225925.0,16.9,6.09,🟡 10–50M
86,UCfkXDY7vwkcJ8ddFGz8KusA,SEVENTEEN,16900000,8279073732,3506,KR,#SEVENTEEN Official Youtube ,489.89,2361402.0,16.9,8.279,🟡 10–50M
87,UCXuqSBlHAE6Xw-yeJA0Tunw,Linus Tech Tips,16800000,9417701485,7698,CA,"Linus Tech Tips is a passionate team of ""professionally curious"" experts in consumer technology and video production who aim to educate and entertain.  Sponsorship Inquiries: partnerships@linusmediagroup.com ",560.58,1223396.0,16.8,9.418,🟡 10–50M
88,UCH3h4jRKn3lJo0uORqqESPg,Acenix,16700000,3534333778,639,ES,Los vídeos más divertidos de Minecraft están aquí 😂 ,211.64,5531039.0,16.7,3.534,🟡 10–50M
89,UCxsk7hqE_CwZWGEJEkGanbA,KreekCraft,16700000,7088178326,6838,US,SUBSCRIBE IF YOU PLAY ROBLOX!,424.44,1036586.0,16.7,7.088,🟡 10–50M
90,UCJHBJ7F-nAIlMGolm0Hu4vg,Maizen,16400000,14180596655,1345,US,Thank you very much for watching our videos.  Please use this form to get in touch with us. ► https://maizen.com/contact ,864.67,10543195.0,16.4,14.181,🟡 10–50M
91,UCJCj2HtcnbOyCj1rmKaxwJg,Mohamed Ramadan I محمد رمضان,16200000,6290817452,893,EG,"Mohamad Ramadan is an actor, singer and performer from Cairo. He came to prominence acting in Egyptian television shows and films before embarking on a rap career in 2018 by signing to Rotana. Ramadan’s success in music and acting has made him a regional star that is attracting attention abroad as well.  In 2019, he was given the AFRIMA award and crowned the most popular artist in Africa. His stre",388.32,7044588.0,16.2,6.291,🟡 10–50M
92,UCjf3ZSi7xMu8O9frZZ8FEGg,أترو/Atro,16100000,3263520145,2748,IQ,أترو/Atro,202.7,1187598.0,16.1,3.264,🟡 10–50M
93,UCi8e0iOVk1fEOogdfu4YgfA,Rotten Tomatoes Trailers,16100000,13896114211,13100,US,"Rotten Tomatoes TRAILERS delivers hot new trailers, exclusive content, and first looks for all the best upcoming movies. Subscribe to be the first to see everything coming to theaters and your favorite streaming platforms - all in one place!   We invite you to join the conversation on YouTube or leave a review on RottenTomatoes.com, but please read our Community Guidelines so that the discussion c",863.11,1060772.0,16.1,13.896,🟡 10–50M
94,UC6P6SvP2arhEdJ9Pg8qwP2A,Athos,15900000,9501469972,3793,BR,🔴 VÍDEOS NOVOS TODOS DIAS 10:30 DA MANHÃ 🔴  Acesse nossa Loja Oficial: lojadoathos.com  📧 Email comercial: ads@playathos.com ,597.58,2505001.0,15.9,9.501,🟡 10–50M
95,UCFR2oaNj02WnXkOgLH0iqOA,Auron,15800000,4766027754,1436,ES,"Hola, soy AuronPlay y este es mi canal secundario en el cual subiré todo tipo de mierda, más o menos como en el principal jaja. Viva el vino y saludos.",301.65,3318961.0,15.8,4.766,🟡 10–50M
96,UClW4jraMKz6Qj69lJf-tODA,YoungBoy Never Broke Again,15400000,18732065858,262,US,,1216.37,71496435.0,15.4,18.732,🟡 10–50M
97,UC5H_KXkPbEsGs0tFt8R35mA,Martin Garrix,15200000,7275834837,514,US,"Multi-platinum-selling, chart-topping Dutch DJ and producer Martin Garrix is one of the most successful artists to break into the pop and electronic music scenes. Since his breakout hit ""Animals"" in 2013 at just 17 years old, Garrix has headlined festivals globally and collaborated with top stars including Dua Lipa, Bono, The Edge, Macklemore, and Khalid. Known for his high-energy performances and",478.67,14155321.0,15.2,7.276,🟡 10–50M
98,UCnJjcn5FrgrOEp5_N45ZLEQ,T-Series Telugu,15100000,11841607947,5391,IN,"“Music can change the world"". T-Series is India's largest Music Label & Movie Studio, believes in bringing world close together through its music.  For over thirty years, we’ve been more than a label. We’ve been listeners archeologists of emotion, digging in every corner of India, collecting stories and music in all forms told in all Indian languages.   And we believe that the language of the hear",784.21,2196551.0,15.1,11.842,🟡 10–50M
99,UCQW8tWGYajwUv6jdQ2kmsRw,Iker Unzu,15100000,7519065347,1686,ES,"Gracias por estar aquí, suscríbete para más! ♡   ✩ CONTACTO: iker@youplanet.es ✩ INSTAGRAM: http://instagram.com/iker.unzu ✩ TWITTER: https://twitter.com/unzuiker?lang=en ✩ TIKTOK: https://www.tiktok.com/@ikerunzu?lang=es  ➤ Mi podcast ""Iker Unzu"" lo podéis escuchar en cualquier plataforma: Spotify, Apple Podcasts, etc. ✨",497.95,4459707.0,15.1,7.519,🟡 10–50M
100,UCR-Y4lWmrCYbr1XavmNMlvQ,Canal Clash War,14800000,3156641448,3986,BR,"Se inscreve e faça parte da família :)💙🧡  No estilo claro bemmmm vamo dale ou não vamooo!  se você não dale, dalecença! inscreva-se e junte-se á família baaaaxaada! TÃO TÃO NESSE CANAL VOCÊ VAI ENCONTRAR GAMEPLAY ZUEIRA, TÁ LIGADO? E GAMEPLAY PROFISSIONAL POR QUE AQUI NÓS RUSHAA RIRIRIRIRI NÃO SÓ DEMORO COMO DEMORASSE PRA SE INSCREVERRRR   Contato: contato@clashwar.org",213.29,791932.0,14.8,3.157,🟡 10–50M
101,UCFwKgzKe-EdTz83r6wzhmOw,Live Insaan,14600000,3869335245,712,IN,Late OP  Business Email - work.triggeredinsaan@gmail.com ,265.02,5434460.0,14.6,3.869,🟡 10–50M
102,UCB_qr75-ydFVKSF9Dmo6izg,FORMULA 1,14500000,9494602858,9886,Unknown,"The home of risk takers, late brakers and history makers! 💫 ",654.8,960409.0,14.5,9.495,🟡 10–50M
103,UCm-X6o81nRsXQTmqpyArkBQ,Flamingo,14400000,12436657326,2790,US,The Most Botted Channel EVER ,863.66,4457583.0,14.4,12.437,🟡 10–50M
104,UCF2ltLX1dnPa6-L1paPaMzw,Green TV Entertainment,14300000,9986060759,126298,PK,"Green Entertainment is more than a TV channel, it's a movement. Immerse yourself in the freedom of thought, the elevation of dreams, and the evolution of society through our original, premium, and progressive storytelling.   ",698.33,79067.0,14.3,9.986,🟡 10–50M
105,UCcjIvuxmWlS5IEQ0JdPV4Ng,Rubius Z,14200000,3395430709,941,ES,Este es mi canal secundario (ahora mas activo que el principal XD) donde subiré cositas y gameplays hechos con mucho amor!  Esto antes era mi antiguo canal. Ahora ha vuelto a renacer de las cenizas. ,239.11,3608322.0,14.2,3.395,🟡 10–50M
106,UCHIwQiZhIn6fm5b_IilqBbQ,DaniRep | +6 Vídeos Diarios De GTA 5 Online!,13900000,8820088330,15506,ES,¡¡TU CANAL DE GTA 5 ONLINE!!  - Todas las novedades y curiosidades de GTA 5 Online - Las carreras mas guays con enlace en la descripción del vídeo por si queréis probarlas - Subo videos durante toda la tarde para que naaaaaadie se aburra en ningún momento! unos 8 al dia en este canal y 1 o 2 en el canal secundario (danirephappy)  ¿Quiéres verme jugando a otros videojuegos?   Suscríbete a mi otro c,634.54,568818.0,13.9,8.82,🟡 10–50M
107,UCpqXJOEqGS-TCnazcHCo0rA,theRadBrad,13900000,6615139868,8995,US,"""King of the YouTube Walkthrough"" - FMV Magazine",475.91,735424.0,13.9,6.615,🟡 10–50M
108,UCHuZmQ0lSW8TG81dVZZh5rw,LipaoGamer,13800000,5190577600,13283,BR,"Inscreva-se no canal, aqui tem vídeo todo dia ❤️  Contato Comercial: lipaogamer@agenciacurta.com  ",376.13,390768.0,13.8,5.191,🟡 10–50M
109,UC-g_O9HWb5B0rVDG1hLd5Hw,EYstreem,13400000,5751542130,2209,AU,"When waves rise, You still them.🌊 (Psalm 89:9) Subscribe to jump on the EYwave and ride with me in my next video! I can't wait to see you there 😜  Owned and operated by Spawnpoint Media. https://spawnpointmedia.com/ ",429.22,2603686.0,13.4,5.752,🟡 10–50M
110,UCfIXdjDQH9Fau7y99_Orpjw,Gorillaz,13200000,7770894471,486,GB,"2D, Murdoc Niccals, Noodle & Russel Hobbs The Mountain, new album out now. ",588.7,15989495.0,13.2,7.771,🟡 10–50M
111,UCIobY5Y-ly9Bo458yjy36OQ,B4U Bhojpuri,13000000,6287599724,3359,IN,One Stop Destination for all the Bhojpuri lovers!! Subscribe & Stay Connected Subscribe us - https://www.youtube.com/@b4ubhojpuri- Follow us on Facebook - https://www.facebook.com/B4UBhojpuri/ Follow us on Instagram - https://www.facebook.com/B4UBhojpuri/  ,483.66,1871867.0,13.0,6.288,🟡 10–50M
112,UCrHL_BF5lHyK43BxLU8-vBQ,jbalvinVEVO,13000000,23693370942,274,CO,"José Álvaro Osorio Balvín conocido como J Balvin, es un cantante colombiano, que ha logrado posicionarse tanto en el mercado musical hispano como en el mercado musical de habla inglesa, llegando a colocar sus temas en número uno en varias listas musicales. ",1822.57,86472157.0,13.0,23.693,🟡 10–50M
113,UCc7eC3oct63oVOuHCOFmAeg,DRЫNDA,12800000,15606955425,2159,UA,"Здарова. На этом канале в основном будут выходить видео по игре Garry's mod, в общей массе они будут представлять из себя отыгровку различных ролевых идей, ивентов, игр и другой контент, связанный с Garry's mod.   🎬 Ролики выходят раз в 3-4 дня. 🎤 Стримы провожу по настроению, рандомно. Советую включить уведомления через колокольчик, чтобы не пропустить стрим.  Вступайте в мой Telegram для того, ч",1219.29,7228789.0,12.8,15.607,🟡 10–50M
114,UCLA_DiR1FfKNvjuUpBHmylQ,NASA,12800000,973175106,6059,Unknown,"NASA's mission is to pioneer the future in space exploration, scientific discovery, and aeronautics research.  To do that, we have worked around the world—and off it—for more than 60 years, searching for answers to fundamental questions about our place in the universe. We're exploring space and discovering Earth. Join us on this exciting and important journey. ",76.03,160616.0,12.8,0.973,🟡 10–50M
115,UCjmJDM5pRKbUlVIzDYYWb6g,Warner Bros.,12800000,8774869686,3577,US,"Welcome to the official channel for Warner Bros. Subscribe now for all our latest movie trailers, clips and featurettes! ",685.54,2453137.0,12.8,8.775,🟡 10–50M
116,UC3CFqU4KlktVPPJ1Km87pRg,مصطفى GAME OVER,12700000,4571032675,1267,AE,شاب بسيط العب ماين كرافت وانزلها على اليوتيوب للدعاية والاعلان .. For Business Inquiries business.mgameover@gmail.com   ,359.92,3607761.0,12.7,4.571,🟡 10–50M
117,UC1-XsQ1mbEQa1Q9tNVq299w,Pato Horneado,12600000,2112748682,927,AR,"Hola! En este canal se busca el entretenimiento de los espectadores mediante videos divertidos e interesantes, relacionados a los videojuegos. Si bien el dueño de esta cuenta, es el mismo que la de ""Pato Asado"", los videos son hechos con un enfoque completamente diferente.  Contacto: pato@ageworld-agency.com  ",167.68,2279125.0,12.6,2.113,🟡 10–50M
118,UCUyrOJOArbGjNnrR_RXGHLw,TheHectorino,12500000,1630568569,2738,MX,Un canal dedicado a hacerte reir :D  Correo de negocios: hectorino@trihaus.es,130.45,595533.0,12.5,1.631,🟡 10–50M
119,UCWRmZvwkp6oNca2wW3uFcFg,SATVIK,12400000,4323791288,969,IN,"Hi, guys! I'm Satvik. This channel is specially for us playing & enjoying games together and having fun.  For business enquiries: satvikbusiness64@gmail.com",348.69,4462117.0,12.4,4.324,🟡 10–50M
120,UCs6eXM7s8Vl5WcECcRHc2qQ,Kanye West,12300000,9514227695,41,US,BULLY BY YE OUT NOW STREAM HERE: https://yzy.lnk.to/BULLY  ,773.51,232054334.0,12.3,9.514,🟡 10–50M
121,UCyFZMEnm1il5Wv3a6tPscbA,Genius,12300000,3643849941,3794,US,"Genius explains the deeper meaning behind music.  Founded in 2009, Genius is a unique media company that’s powered by community, our in-house creative team, and the artists themselves. We serve music knowledge to over 100 million people each month on Genius.com and everywhere music fans connect across the internet.",296.25,960424.0,12.3,3.644,🟡 10–50M
